35,ND,North Dakota,230,Plains,,723393,1,2013-01-01 00:00:00.0000000,2013-01-01 00:02:00.0000000
40,PR,Puerto Rico (US Territory),230,External,,3474182,1,2013-01-01 00:00:00.0000000,2013-01-01 00:02:00.0000000
45,TX,Texas,230,Southwest,,26448193,1,2013-01-01 00:00:00.0000000,2013-01-01 00:02:00.0000000
51,WV,West Virginia,230,Southeast,,1854304,1,2013-01-01 00:00:00.0000000,2013-01-01 00:02:00.0000000
8,DE,Delaware,230,Mideast,,925749,1,2013-01-01 00:00:00.0000000,2013-01-01 00:03:00.0000000
9,DC,District of Columbia,230,Mideast,,658893,1,2013-01-01 00:00:00.0000000,2013-01-01 00:03:00.0000000
16,IA,Iowa,230,Plains,,3090416,1,2013-01-01 00:00:00.0000000,2013-01-01 00:03:00.0000000
19,LA,Louisiana,230,Southeast,,4625470,1,2013-01-01 00:00:00.0000000,2013-01-01 00:03:00.0000000
22,MA,Massachusetts[E],230,New England,,6692824,1,2013-01-01 00:00:00.0000000,2013-01-01 00:03:00.0000000
26,MO,Missouri,230,Plains,,6021988,1,2013-01-01 00:00:00.0000000,2013-01-01 00:03:00.0000000
29,NV,Nevada,230,Far West,,2790136,1,2013-01-01 00:00:00.0000000,2013-01-01 00:03:00.0000000
32,NM,New Mexico,230,Southwest,,2085287,1,2013-01-01 00:00:00.0000000,2013-01-01 00:03:00.0000000
38,OR,Oregon,230,Far West,,3930065,1,2013-01-01 00:00:00.0000000,2013-01-01 00:03:00.0000000
42,SC,South Carolina,230,Southeast,,4774839,1,2013-01-01 00:00:00.0000000,2013-01-01 00:03:00.0000000
46,UT,Utah,230,Rocky Mountain,,2900872,1,2013-01-01 00:00:00.0000000,2013-01-01 00:03:00.0000000
47,VT,Vermont,230,New England,,626630,1,2013-01-01 00:00:00.0000000,2013-01-01 00:03:00.0000000
49,VA,Virginia,230,Southeast,,8260405,1,2013-01-01 00:00:00.0000000,2013-01-01 00:03:00.0000000
17,KS,Kansas,230,Plains,,2893957,1,2013-01-01 00:00:00.0000000,2013-01-01 00:04:00.0000000
21,MD,Maryland,230,Mideast,,5928814,1,2013-01-01 00:00:00.0000000,2013-01-01 00:04:00.0000000
25,MS,Mississippi,230,Southeast,,2991207,1,2013-01-01 00:00:00.0000000,2013-01-01 00:04:00.0000000
34,NC,North Carolina,230,Southeast,,9848060,1,2013-01-01 00:00:00.0000000,2013-01-01 00:04:00.0000000
36,OH,Ohio,230,Great Lakes,,11570808,1,2013-01-01 00:00:00.0000000,2013-01-01 00:04:00.0000000
41,RI,Rhode Island,230,New England,,1051511,1,2013-01-01 00:00:00.0000000,2013-01-01 00:04:00.0000000
43,SD,South Dakota,230,Plains,,844877,1,2013-01-01 00:00:00.0000000,2013-01-01 00:04:00.0000000
2,AK,Alaska,230,Far West,,735132,1,2013-01-01 00:00:00.0000000,2013-01-01 00:05:00.0000000
3,AZ,Arizona,230,Southwest,,6626624,1,2013-01-01 00:00:00.0000000,2013-01-01 00:05:00.0000000
6,CO,Colorado,230,Rocky Mountain,,5268367,1,2013-01-01 00:00:00.0000000,2013-01-01 00:05:00.0000000
14,IL,Illinois,230,Great Lakes,,12882135,1,2013-01-01 00:00:00.0000000,2013-01-01 00:05:00.0000000
18,KY,Kentucky,230,Southeast,,4395295,1,2013-01-01 00:00:00.0000000,2013-01-01 00:05:00.0000000
30,NH,New Hampshire,230,New England,,1323459,1,2013-01-01 00:00:00.0000000,2013-01-01 00:05:00.0000000
44,TN,Tennessee,230,Southeast,,6495978,1,2013-01-01 00:00:00.0000000,2013-01-01 00:05:00.0000000
50,WA,Washington,230,Far West,E61000000104EC000000C6F65AD07B574840F413CE6E2DCF5EC017D2E1218C4B484069E388B5F8CC5EC048FB1F60AD404840A0C6BDF90DC95EC0EC87D860E13A48404CDC2A8881C25EC00CAD4ECE50384840A9A3E36A64BB5EC0B4A84F72873548407E52EDD3F1B75EC0DA1CE736E13648408D2958E36CB35EC0A376BF0AF03D484062C092AB58B45EC08EC9E2FE23414840D6E1E82ADDB15EC0C5353E93FD474840A81E69705BB15EC03CB9A640664D484053CBD6FA22B35EC0889FFF1EBC544840D594641D8EAF5EC09B53C900505F48409E77634161B45EC0E544BB0A29654840744694F606BC5EC0E09BA6CF0E644840E1B37570B0BE5EC02E1B9DF3535C4840E43098BF42C15EC0FF9254A69859484058703FE081C45EC0C6F65AD07B574840F413CE6E2DCF5EC089EE59D76831484054CA6B25742E5FC0268925E5EE254840E0D6DD3CD52A5FC0D13AAA9A201C4840292158552F2C5FC06F9EEA909B13484028ED0DBE302E5FC0BF42E6CAA00C484021037976F92B5FC037DC476E4D06484012FA997ADD2B5FC0FBE6FEEA71FB4740A27C410B092B5FC06E8786C5A8F147405BD07B6308285FC0D8880799B6F04740D3A8162C3D275FC0666A12BC21EB47408ECEF9298E225FC0670932022AE24740B2BCAB1E301E5FC09203763579D84740101FD8F15F1A5FC00DBF9B6ED9C5474040F67AF7C7165FC0BFF47B524DC44740CDA933DEA1165FC0346612F582AD4740DE019EB470145FC071C806D2C5A447404F5C8E57200F5FC083C0CAA145964740FB20CB82890C5FC08B3045B934944740DA76DA1A110C5FC020CEC3094C7F4740051555BFD20A5FC0D8B5BDDD9276474097A949F0860B5FC041B5C189E8734740569FABADD8085FC030276893C3674740C153C8957A065FC0409FC893A4654740E2C0A6EA31065FC01FBB0B94145E47400C2252D32E055FC06EA5D766635B4740CADDE7F868FE5EC0F8E0B54B1B564740481ADCD616FB5EC0062D246074514740804A95287BFD5EC04818062CB9504740E256410C74045FC0E1EF17B3253F474093C5FD47A6035FC02C0C91D3D729474059A2B3CC22045FC09D9B36E33422474014AFB2B629055FC0560F98874C25474000378B170BFE5EC0CAFACDC474234740BAF59A1E14FD5EC02E3BC43F6C1F47409F03CB1132FA5EC0C3802557B11E47402575029A08F85EC0DEC4909C4C244740EE4108C897F35EC09D8191973523474062D68BA19CF05EC0508BA8BB4A2547409EE2F5BB95EE5EC01A18795913274740B48D3F51D9EC5EC05DC30C8D27224740EAE8B81AD9EA5EC0B48CD47B2A2147400B9755D80CE35EC07DAB75E272224740406EBF7CB2DE5EC095B377465B1D47408E7406465EDB5EC0D0436D1B461747401AA54BFF92DB5EC06A865451BC124740EEE9EA8EC5D75EC0C364DE09B81247401D1784D845D75EC0FA0626378A124740DFDC5F3DEED15EC036A51E7DE61547408B36B87E99CD5EC0DB696B44301847402EE6E786A6CA5EC0677FA0DCB6174740705E9CF86AC75EC0EF39B01C2111474018247D5A45C05EC04C88B9A46A0D4740C2DEC4909CBD5EC019C8B3CBB70A47404D2CF015DDB95EC025E7C41EDA0147405C8DEC4ACBB65EC058FD118601FB46409A40118B18B45EC0EC9E3C2CD4F446402098A3C7EFB35EC0CDE2C5C210EF46409F20B1DD3DB25EC04A8EF0CFEDEC46403A71C80170B25EC048E17A14AEE746402EE23B31EBB25EC0A8AAD0402CE146406AA0F99CBBB05EC0C7C0CB6245DD4640188713770EB15EC082FE428F18D746401BD9959691B15EC08E774F36CAD446401934B19369B05EC0300E2E1D73D2464087F8872D3DAF5EC0410C74ED0BCE464097AAB4C535A95EC068B0A9F3A8CA4640598AE42B819F5EC011C2A38D23C84640C0E61C3C139C5EC078B6476FB8C946409E2633DE56985EC0C5A9D6C22CC64640C0232A5437955EC054C37E4FACC546402B8716D9CE905EC0CAD2C0946AC646403933C2DBED8F5EC0D78349F1F1C94640145CACA8C18B5EC0AB58FCA6B0CA464088F4DBD781865EC0095053CBD6CE4640A054FB743C805EC0E1421EC18DD24640C345EEE9EA7C5EC0BC7BEA68BFD346406C54302B227B5EC02E54FEB5BCD44640C21550A8A7795EC0D408FD4CBDD84640E84A04AA7F775EC04C8BFA2477DA46404CC79C67EC735EC003931B45D6D846402ACAA5F10B6F5EC0C77F812040DA4640E8F86871C66A5EC0001AA54BFFDC46404AD3A0681E625EC0360606759ADC4640EBFB80C774615EC09169468A79D9464019F6E37B315C5EC022E010AAD4D8464039B69E211C5B5EC0882CD2C43BDA46407AE40F069E555EC08DEA7420EBD54640780AB952CF4D5EC00DFAD2DB9FCD46407EAA0A0DC44B5EC08A929048DBCE46408FE4F21FD2475EC056276728EED246407A56D28A6F455EC0B54FC76306D4464047CB811E6A3C5EC0F82DBF62F4D246405EC3D8EB7E3A5EC0381092054CD246405F07CE1951395EC06A65C22FF5D546406682E15CC3365EC048F8DEDFA0DB4640FC3559A31E2C5EC0E3C64ACF3ADE46400248A8D5C2295EC0EC681CEA77DF46406B80D250A3285EC0A5F622DA8EDF46407520EBA9D5255EC0AAD0402C9BD946406A50340F60205EC0FC65CD9B96D946409B5229003D1F5EC05E61C1FD80D9464019390B7BDA195EC0B81E85EB51DC4640B1170AD80E125EC0CEBF5DF6EBDC4640136058FE7C0D5EC0226B0DA5F6E24640594E42E90B095EC0CA3159DC7FE446401FF46C567D045EC079153D32E5E74640336CF204F8FF5DC0C87BD5CA84E94640BA13ECBFCEFD5DC0E6B51F3E4BEB46409F160A038FF75DC07F30F0DC7BEC464023BE13B35EF35DC0C5025FD1ADED4640EDD5C743DFEA5DC0F18288D4B4F5464050A912656FE65DC088F19A5775F64640AEBA0ED594E45DC0649126DE01F446409642209738DF5DC03385E14AE4F446400781DA20A7DB5DC0406A1327F7F54640C4B2994352D75DC07E54C37E4FF84640A60A462575D05DC0BF6378EC67F74640C7D79E5912C85DC09FAA4203B1FA464098FC4FFEEEC35DC0FCDEA63FFBFF4640B9FB1C1F2DBF5DC0FC3559A31E004740213CDA3862AB5DC08CCF76491C004740CB332DA2D5A65DC03DD4B66114004740EF7211DF89975DC0D7EADB3E06004740AE63B466CD7F5DC0B937FB8305004740A1C8B79C937E5DC0F030ED9BFBFF464090D78349F16D5DC08AF25F4AD7FF4640D7113A3E9A665DC0E0CF4455B0FF4640F18C37ABBA5E5DC07E33315D88FF4640E048A0C1A6565DC0B28174B169FF4640BA9F53909F3A5DC02B8716D9CE07474034D8D479543C5DC04CF8A57EDE0A47408BFA2477D83E5DC0B7B06EBC3B124740A05225CADE3B5DC0BC1DE1B4E01547402A38BC20223B5DC028D53E1D8F1947403C4A253CA13D5DC02E55698B6B204740C07CB262B83D5DC0F65FE7A6CD264740F9669B1BD33F5DC0548A1D8D432D4740ECF82F1004445DC0D87BF1457B3447405322895E46425DC0AA82497F7B364740D2C95DE457425DC044F81741633C47401215AA9B8B425DC0D321EB355945474037349CB78B425DC051261E384A904740242954A18C425DC025CADE52CE934740054D4BAC8C425DC0FDE981D32FA147404E5935FA91425DC039B6AA5EDCAE47408AB3DE6597425DC0D95F764F1EDE4740B519A721AA425DC0446CA2171BFD474051EF2BC4A4425DC0EEEDBDE3D405484098836941A3425DC0DE91B1DAFC0F4840BF28417FA1425DC0807C09151C364840263ACB2C42425DC0A7565F5D15544840B6F468AA27425DC0A773B21B5C6C48400A90ACAE1B425DC01F477364E57F48408CBFED0912425DC0DFF94509FA7F4840021077F52A515DC07DEBAA020A80484030D740237D5B5DC01BB7989F1B804840F4C64961DE665DC0AB5AD2510E8048409CC58B8521805DC0D948CB540D804840BF07C3C3988C5DC0F0224D150A8048400B2296BE8FB55DC03DB7D095088048401E6FF25B74C85DC06C3B6D8D0880484045D8F0F44ADD5DC05184D4EDEC7F48406D72F8A413005EC0CAF8F71917804840D80E46EC13185EC002ED0E2906804840B30B06D7DC2D5EC0F3D1CE561380484076EE4C197A365EC035E9B6442E8048409CDCEF5014485EC0BBEF181EFB7F48405A4A969350595EC013083BC5AA7F48407EC3448314705EC09AE8F351468048404A95287B4B865EC0D63730B951804840158F8B6A11905EC055F5F23B4D804840B16D516683B05EC0EE3B86C77E7848404E98309A95B45EC0E90E62670A714840DC9BDF30D1B25EC017F032C3466B4840EC87D860E1AE5EC057957D57046548407EA99F3715AE5EC0077B1343725C4840C5573B8A73AD5EC0CCCC8D7BDD5148407A9D66F6C7AA5EC00DFB3DB14E4B48407EE02A4F20A95EC09BE3DC26DC434840085740A19EA95EC0AD105663093D4840287FF78E1AAC5EC019A9F7544E3548404EB2D5E594AA5EC03FC1E8B7CB3448403C6C7CD7AFAA5EC07E71A94A5B2848403EB0E3BF40AD5EC087FBC8AD492148407F4B00FE29B05EC0BE310400C7184840E9B5D95889AD5EC072874D64E6144840037AE1CE85A85EC0093543AA280E4840800A47904AA65EC00438BD8BF70348402FDFFAB0DEA65EC042CD902A8AFF4740AA0D4E44BFA25EC0AE997CB3CDFB4740BF2A172AFFA25EC0EB422A81BAF94740AFDC9240B8A45EC087A06AF46AF64740469A780778A75EC042B74C0526F647405C2B2F2495A85EC0A38D23D6E2F54740AE282504ABA95EC0EE586C938AFC474062B83A00E2AC5EC07BA2EBC20F02484094C151F2EAAC5EC07B134372320D4840A4198BA6B3AC5EC051BD35B055124840C093162EABB05EC06E313F373411484041BAD8B452B55EC078A602EB0D0E48404F2F1AB148BA5EC04A7A185A9D0C4840F3C7B4368DBC5EC0E3E13D07960B4840DD3F16A243C05EC0469737876B0F4840C32ADEC83CC45EC0E57ADB4C851648401381EA1F44C95EC0666A12BC210F48409CA1B8E34DCF5EC069DE718A8E0E4840A182C30B22D45EC0E89D0AB8E70F4840DA6FED4449DC5EC0FE99417C60134840F433F5BA45E35EC0C9C859D8D3144840F5D6C05609EB5EC0F8E461A1D6144840BEDA519CA3EE5EC081069B3A8F1448406490BB0853F85EC026FBE769C0164840E6B2D1393F035FC0780778D2C21B484069A7E67283065FC091EEE714E4214840EC4960730E105FC0191A4F04712448406479573D60185FC0EA077591422D484052094FE8F5225FC0B7EBA52902324840D255BABBCE295FC089EE59D76831484054CA6B25742E5FC0020000000200000000021200000003000000FFFFFFFF0000000006000000000000000003000000000100000003,6971406,1,2013-01-01 00:01:00.0000000,2013-07-01 16:00:00.0000000
53,WY,Wyoming,230,Rocky Mountain,E610000001045F0000008C683BA6EE6E46403BE2900DA4C35BC0F6B0170AD85C46405E64027E8DC35BC0FF8F161B48554640869149928AC35BC096B1A19BFD4F4640909E228788C35BC083F92B64AE3C4640AD16D86322C35BC0F5B9DA8AFD2F46407C2AA73D25C35BC092C83EC8B20E464040DB6AD619C35BC00530B2C7E1FD45408EF473A405C35BC0533C2EAA45F4454080F10C1AFAC25BC03B4F3C670BD8454030815B77F3C25BC01BE0723525C04540BCA46531E7C25BC0B858518369A845401FF64201DBC25BC031B43A39438945403B56293DD3C25BC07CFBCC11918245407C0F0DC7D1C25BC04850FC18737B45405AD76839D0C25BC000A777F17E5C45401CD2A8C0C9C25BC09E02937CAD41454089C8BC17EAC25BC0BE4868CBB92C4540EC12D55B03C35BC05DE0F258330045404F05DCF3FCC25BC0B8B0F85B38CA4440280392B0EEC25BC073486AA164C844400F61FC34EEC25BC0E4F6CB272BAE444098FF907EFBC25BC026F2E54F35A04440DC53AF19FCC25BC0DBDFD91EBD7F4440253E7782FDC25BC00DC00644887F44409AB0FD648CA25BC08AE76C01A17F4440C3BAF1EEC8875BC0C08B3470A77F44408FEC563B1A835BC07ED230A3AB7F4440BCE435BE0B805BC0AD1402B9C47F4440E690D442C96D5BC036001B10218044409A3DD00A0C505BC05AB91798158044402194F77134435BC0C8224DBC038044409B711AA20A105BC0A5246A3528804440C8BC815DC7FA5AC0144031B2648044403909A52F84D75AC045F775245D804440C1C606C456D45AC020894C8C17804440CFEDAB6E10B75AC0E9746D82C57F444049B553098E945AC0BB0D6ABFB57F444087DF4DB7EC8D5AC0D5593729B67F44402C0BBC09328C5AC007600322C47F4440A59E05A1BC515AC0627A5221C47F4440DFFCFA12B8515AC0834069E4C07F4440AB3FC230603C5AC04AEB6F09C07F4440B709F7CABC365AC011FC6F253B804440C58D5BCCCF1F5AC0530262122E804440DC627E6E68035AC02EE6E786A68E4440D102B4AD66035AC045D7851F9CA34440EFE4D3635B035AC07B941BD654B2444048C322AC58035AC0D9243FE257B2444062C092AB58035AC0D39851303AC844405FF3645D5E035AC0882B67EF8CCE4440B1169F0260035AC07883468D56D944405270187D61035AC086E464E256F144409DF529C764035AC0F8D9DB4D38004540BE51717460035AC0062B4EB51602454040A374E95F035AC0129F3BC1FE1F45404B1DE4F560035AC0B39602D2FE3F4540130CE71A66035AC071CFAE5B4E4E45404CA13DD15E035AC0C6BE64E3C15045408F8EAB915D035AC020EF552B1380454037E2C96E66035AC08EACFC3218A54540848252B472035AC0AB95460F29BD45405A3FB4F37F035AC0972259096DC04540CDD1E2BF81035AC04739984D80C74540F10EF0A485035AC00DA596B33EED4540B9AA881D8D035AC0B071FDBB3EED454082548A1D8D035AC0829BF0F20E124640CDAF59F08B035AC0EF7F38C916174640293031C78B035AC02AC76471FF1F4640B9E34D7E8B035AC00614723616494640B1D7988290035AC0C5A86BED7D5846408B321B6492035AC01F82AAD1AB7F4640DBC2F352B1035AC00742B28009804640D9EC48F59D415AC04242E58E098046400C20463A75425AC014022EB8098046406B826C1FE7445AC04C86E3F90C80464077F86BB246765AC0D59778D6B07F4640044B9C9897815AC02094F771347F4640BE6BD097DE905AC0DAC9E028797F4640572426A8E1B85AC0247EC51A2E8046404E5E64027ED65AC00408859832804640B3B9D0245AFA5AC0BCE82B48338046405264ADA1D4FF5AC040AB4BA3148046405BD1E2E0E70F5BC0828DEBDFF57F4640D1B2EE1F0B205BC0870F3465F57F4640B2A2A68CC6275BC02AAA7EA5F37F46402672C119FC435BC032755776C1804640D2FBC6D79E465BC0577A6D3656804640FC19DEACC1645BC0DF8C85B35F804640622F14B01D735BC04819710168804640A0F831E6AE7F5BC014CD0358E47F4640D21E2FA4C3945BC098840B79047F464035B22B2D23AD5BC099BA2BBB608046404CC631923DB25BC0AE81AD122C804640F241CF66D5C25BC08C683BA6EE6E46403BE2900DA4C35BC001000000020000000001000000FFFFFFFF0000000003,582658,1,2013-01-01 00:01:00.0000000,2013-07-01 16:00:00.0000000
